rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
125,Niko: Beyond the Northern Lights,"$21,311,785",-,-,"$21,311,785",100%
126,Unsung Hero,"$21,198,544","$20,335,239",95.9%,"$863,305",4.1%
127,Gekijô-ban Nintama Rantarô Dokutake Ninja-tai Saikyô no Gunshi,"$21,081,694",-,-,"$21,081,694",100%
128,The Last Dance,"$20,983,374",-,-,"$20,983,374",100%
129,Homestead,"$20,815,384","$20,811,864",100%,"$3,520",<0.1%
130,The Lord of the Rings: The War of the Rohirrim,"$20,758,572","$9,158,572",44.1%,"$11,600,000",55.9%
131,Ice 3,"$20,615,744",-,-,"$20,615,744",100%
132,Cabrini,"$20,590,202","$19,512,134",94.8%,"$1,078,068",5.2%
133,Ordinary Angels,"$20,571,534","$19,174,421",93.2%,"$1,397,113",6.8%
134,Guest from the Future,"$20,115,888",-,-,"$20,115,888",100%
135,Diamonds,"$19,674,980",-,-,"$19,674,980",100%
136,"La planète des singes, une odyssée de l'espèce","$19,515,102",-,-,"$19,515,102",100%
137,Star Wars: Episode I - The Phantom Menace 2024 Re-release,"$19,429,994","$13,029,994",67.1%,"$6,400,000",32.9%
138,Face Off 7: One Wish,"$19,353,760",-,-,"$19,353,760",100%
139,Golden Kamuy,"$19,077,748",-,-,"$19,077,748",100%
140,Escape,"$18,456,373","$259,242",1.4%,"$18,197,131",98.6%
141,Doctor X: The Movie,"$18,353,324",-,-,"$18,353,324",100%
142,Cocorico,"$18,339,519",-,-,"$18,339,519",100%
143,The Apprentice,"$17,299,154","$4,001,904",23.1%,"$13,297,250",76.9%
144,10 Lives,"$17,227,159",-,-,"$17,227,159",100%
145,Twilight of the Warriors: Walled In,"$17,095,773","$336,023",2%,"$16,759,750",98%
146,Never Let Go,"$16,879,184","$10,306,106",61.1%,"$6,573,078",38.9%
147,Kinds of Kindness,"$16,398,509","$5,038,931",30.7%,"$11,359,578",69.3%
148,Emilia Pérez,"$16,317,120",-,-,"$16,317,120",100%
149,Monsieur Aznavour,"$16,250,019",-,-,"$16,250,019",100%
150,Here,"$16,010,355","$12,237,270",76.4%,"$3,773,085",23.6%
151,The Day the Earth Blew Up: A Looney Tunes Movie,"$15,476,550","$8,875,344",57.3%,"$6,601,206",42.7%
152,Late Night with the Devil,"$15,469,415","$10,001,000",64.7%,"$5,468,415",35.3%
153,Kleks Academy,"$15,348,026",-,-,"$15,348,026",100%
154,Small Things Like These,"$15,302,337","$1,600,956",10.5%,"$13,701,381",89.5%
155,The Chosen: S4 Episodes 1-3,"$14,873,918","$14,409,169",96.9%,"$464,749",3.1%
156,Father There is Only One 4,"$14,668,098",-,-,"$14,668,098",100%
157,200% Wolf,"$14,657,508",-,-,"$14,657,508",100%
158,Hijack 1971,"$14,603,384","$242,069",1.7%,"$14,361,315",98.3%
159,Handsome Guys,"$14,439,610",-,-,"$14,439,610",100%
160,Megalopolis,"$14,387,154","$7,629,085",53%,"$6,758,069",47%
161,Blue Lock: Episode Nagi,"$14,291,561","$1,855,384",13%,"$12,436,177",87%
162,Yolki 11,"$14,066,980",-,-,"$14,066,980",100%
163,Article 370,"$13,222,021","$1,088,790",8.2%,"$12,133,231",91.8%
164,Thelma,"$13,072,709","$9,002,073",68.9%,"$4,070,636",31.1%
165,Afraid,"$12,977,758","$6,725,687",51.8%,"$6,252,071",48.2%
166,Letuchiy korabl,"$12,886,684",-,-,"$12,886,684",100%
167,Little Brownie Kuzya,"$12,851,838",-,-,"$12,851,838",100%
168,Love Lies Bleeding,"$12,792,360","$8,335,797",65.2%,"$4,456,563",34.8%
169,Look Back,"$12,761,600","$2,002,270",15.7%,"$10,759,330",84.3%
170,Bonhoeffer,"$12,705,458","$12,222,383",96.2%,"$483,075",3.8%
171,The Exorcism,"$12,610,418","$4,530,418",35.9%,"$8,080,000",64.1%
172,Am I Racist?,"$12,311,598","$12,311,598",100%,-,-
173,Muroi Shinji: Not Defeated,"$12,121,760",-,-,"$12,121,760",100%
174,Citizen of a Kind,"$11,976,305",-,-,"$11,976,305",100%
175,The Enchanted Tinderbox,"$11,737,506",-,-,"$11,737,506",100%
176,Sound of Hope: The Story of Possum Trot,"$11,723,502","$11,647,099",99.3%,"$76,403",0.7%
177,Parthenope,"$11,675,156","$289,303",2.5%,"$11,385,853",97.5%
178,The Lord of the Rings: The Return of the King 2024 Re-release,"$11,393,452","$2,450,927",21.5%,"$8,934,196",78.4%
179,Undercover,"$11,306,097",-,-,"$11,306,097",100%
180,Maison de retraite 2,"$11,227,393",-,-,"$11,227,393",100%
181,A Million Minutes,"$11,077,140",-,-,"$11,077,140",100%
182,Ruki vverkh!,"$11,024,035",-,-,"$11,024,035",100%
183,Alienoid: The Return to the Future,"$10,824,208","$60,720",0.6%,"$10,763,488",99.4%
184,Jung Kook: I Am Still,"$10,763,217","$2,574,318",23.9%,"$8,188,899",76.1%
185,Cat and Dog,"$10,740,923",-,-,"$10,740,923",100%
186,Piece by Piece,"$10,722,792","$9,756,635",91%,"$966,157",9%
187,One Direction: This Is Us 2024 Re-release,"$10,452,473","$263,511",2.5%,"$10,188,962",97.5%
188,Mrs. Green Apple: The White Lounge,"$10,337,403",-,-,"$10,337,403",100%
189,The Boy with Pink Trousers,"$10,241,374",-,-,"$10,241,374",100%
190,All About Suomi,"$10,176,530",-,-,"$10,176,530",100%
191,Muroi Shinji: Ikitsuzukeru Mono,"$10,174,418",-,-,"$10,174,418",100%
192,Saturday Night,"$10,055,029","$9,511,315",94.6%,"$543,714",5.4%
193,Weddings and Wokes: A Family Dilemma,"$9,959,269",-,-,"$9,959,269",100%
194,Lisa Frankenstein,"$9,927,714","$9,774,285",98.5%,"$153,429",1.5%
195,Io e te dobbiamo parlare,"$9,886,115",-,-,"$9,886,115",100%
196,Uma Musume: Pretty Derby - Beginning of a New Era,"$9,826,205","$1,274,568",13%,"$8,551,637",87%
197,Letters to Santa 6,"$9,782,064",-,-,"$9,782,064",100%
198,Buffalo Kids,"$9,697,110","$214,534",2.2%,"$9,482,576",97.8%
199,The Chosen: S4 Episodes 4-6,"$9,482,744","$9,482,744",100%,-,-
200,A Smile Doesn't Lie,"$9,211,570",-,-,"$9,211,570",100%
