rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
102,Stealing Home,"$7,467,504","$7,467,504",100%,-,-
103,Phantasm II,"$7,283,766","$7,282,851",100%,-,-
104,Off Limits,"$7,242,035","$7,242,035",100%,-,-
105,Women on the Verge of a Nervous Breakdown,"$7,179,635","$7,179,298",100%,-,-
106,A Cry in the Dark,"$6,908,797","$6,908,797",100%,-,-
107,Hairspray,"$6,674,965","$6,671,108",99.9%,$179,<0.1%
108,Fresh Horses,"$6,640,346","$6,640,346",100%,-,-
109,Hot to Trot,"$6,436,211","$6,436,211",100%,-,-
110,Mac and Me,"$6,424,112","$6,424,112",100%,-,-
111,The Unholy,"$6,337,299","$6,337,299",100%,-,-
112,A Night in the Life of Jimmy Reardon,"$6,264,058","$6,264,058",100%,-,-
113,Braddock: Missing in Action III,"$6,193,901","$6,193,901",100%,-,-
114,1969,"$5,979,011","$5,979,011",100%,-,-
115,The Rescue,"$5,855,392","$5,855,392",100%,-,-
116,Eight Men Out,"$5,680,515","$5,680,515",100%,-,-
117,Elvira: Mistress of the Dark,"$5,596,267","$5,596,267",100%,-,-
118,Heartbreak Hotel,"$5,509,417","$5,509,417",100%,-,-
119,Monkey Shines,"$5,344,577","$5,344,577",100%,-,-
120,Hero and the Terror,"$5,301,200","$5,301,200",100%,-,-
121,Clara's Heart,"$5,194,491","$5,194,491",100%,-,-
122,Torch Song Trilogy,"$4,868,450","$4,865,997",99.9%,"$2,453",<0.1%
123,The Good Mother,"$4,764,606","$4,764,606",100%,-,-
124,Sunset,"$4,594,452","$4,594,452",100%,-,-
125,Au Revoir Les Enfants,"$4,542,825","$4,542,825",100%,-,-
126,Babette's Feast,"$4,398,938","$4,398,938",100%,-,-
127,Bat*21,"$3,966,256","$3,966,256",100%,-,-
128,Memories of Me,"$3,965,604","$3,965,604",100%,-,-
129,Feds,"$3,838,793","$3,838,793",100%,-,-
130,Critters 2: The Main Course,"$3,813,293","$3,813,293",100%,-,-
131,Sweet Hearts Dance,"$3,790,493","$3,790,493",100%,-,-
132,Imagine: John Lennon,"$3,754,125","$3,753,977",100%,$148,<0.1%
133,Dead Heat,"$3,588,626","$3,588,626",100%,-,-
134,Bagdad Cafe,"$3,587,303","$3,587,303",100%,-,-
135,Tougher Than Leather,"$3,582,760","$3,582,760",100%,-,-
136,The New Adventures of Pippi Longstocking,"$3,569,939","$3,569,939",100%,-,-
137,Madame Sousatzka,"$3,548,238","$3,548,238",100%,-,-
138,Things Change,"$3,527,886","$3,527,886",100%,-,-
139,The Big Blue,"$3,517,002","$3,500,000",99.5%,"$17,002",0.5%
140,Talk Radio,"$3,468,572","$3,468,572",100%,-,-
141,Pumpkinhead,"$3,385,516","$3,385,516",100%,-,-
142,Wings of Desire,"$3,241,594","$3,210,139",99%,"$27,036",0.8%
143,Night of the Demons,"$3,109,904","$3,109,904",100%,-,-
144,White Mischief,"$3,107,551","$3,107,551",100%,-,-
145,Dominick and Eugene,"$3,076,031","$3,076,031",100%,-,-
146,Messenger of Death,"$3,074,681","$3,074,681",100%,-,-
147,Running on Empty,"$2,835,116","$2,835,116",100%,-,-
148,The Manchurian Candidate 1988 Re-release,"$2,757,256","$2,757,256",100%,-,-
149,18 Again!,"$2,567,099","$2,567,099",100%,-,-
150,Kansas,"$2,432,536","$2,432,536",100%,-,-
151,A World Apart,"$2,326,860","$2,326,860",100%,-,-
152,Bird,"$2,200,948","$2,181,286",99.1%,"$19,662",0.9%
153,Salaam Bombay!,"$2,080,046","$2,080,046",100%,-,-
154,Pelle the Conqueror,"$2,053,931","$2,053,931",100%,-,-
155,The Moderns,"$2,011,497","$2,011,497",100%,-,-
156,Vibes,"$1,883,811","$1,883,811",100%,-,-
157,Stormy Monday,"$1,791,328","$1,791,328",100%,-,-
158,Little Nikita,"$1,733,070","$1,733,070",100%,-,-
159,Lady in White,"$1,705,139","$1,705,139",100%,-,-
160,Vincent,"$1,577,480","$1,577,480",100%,-,-
161,Another Woman,"$1,562,749","$1,562,749",100%,-,-
162,A Handful of Dust,"$1,560,700","$1,560,700",100%,-,-
163,Two Moon Junction,"$1,547,397","$1,547,397",100%,-,-
164,Pascali's Island,"$1,451,857","$1,451,857",100%,-,-
165,Midnight Crossing,"$1,328,001","$1,328,001",100%,-,-
166,Patty Hearst,"$1,223,326","$1,223,326",100%,-,-
167,Mr. North,"$1,221,366","$1,221,366",100%,-,-
168,A Time of Destiny,"$1,212,487","$1,212,487",100%,-,-
169,The Thin Blue Line,"$1,209,846","$1,209,846",100%,-,-
170,The Lair of the White Worm,"$1,189,315","$1,189,315",100%,-,-
171,The Wrong Guys,"$1,152,786","$1,152,786",100%,-,-
172,Aria,"$1,028,679","$1,028,679",100%,-,-
173,Little Dorrit,"$1,025,228","$1,025,228",100%,-,-
174,Five Corners,"$969,205","$969,205",100%,-,-
175,Appointment with Death,"$960,040","$960,040",100%,-,-
176,Watchers,"$940,173","$940,173",100%,-,-
177,Julia and Julia,"$901,364","$901,364",100%,-,-
178,Boyfriends and Girlfriends,"$824,027","$823,243",99.9%,-,-
179,Waxwork,"$808,114","$808,114",100%,-,-
180,Bulletproof,"$807,947","$807,947",100%,-,-
181,"Sister, Sister","$743,445","$743,445",100%,-,-
182,And God Created Woman,"$717,376","$717,376",100%,-,-
183,Split Decisions,"$695,822","$695,822",100%,-,-
184,Maniac Cop,"$671,382","$671,382",100%,-,-
185,Spellbinder,"$657,446","$657,446",100%,-,-
186,Da,"$644,532","$644,532",100%,-,-
187,Spike of Bensonhurst,"$623,112","$623,112",100%,-,-
188,Powaqqatsi,"$589,244","$589,244",100%,-,-
189,Pound Puppies and the Legend of Big Paw,"$586,938","$586,938",100%,-,-
190,Buster,"$540,000","$540,000",100%,-,-
191,The House on Carroll Street,"$459,824","$459,824",100%,-,-
192,Full Moon in Blue Water,"$450,726","$450,726",100%,-,-
193,Track 29,"$429,028","$429,028",100%,-,-
194,Tiger Warsaw,"$422,667","$422,667",100%,-,-
195,Aloha Summer,"$418,379","$418,379",100%,-,-
196,Some Girls,"$401,421","$401,421",100%,-,-
197,The Decline of Western Civilization Part II: The Metal Years,"$373,759","$373,743",100%,-,-
198,Gandahar,"$370,698","$370,698",100%,-,-
199,The Family,"$346,730","$346,730",100%,-,-
200,The Deceivers,"$346,297","$346,297",100%,-,-
