rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
124,Hungarian Wedding,"$1,622,198",-,-,"$1,622,198",100%
125,No Kids,"$1,594,768",-,-,"$1,594,768",100%
126,Malyshariki. Den rozhdeniya,"$1,532,733",-,-,"$1,532,733",100%
127,The Camphorwood Custodian,"$1,509,585",-,-,"$1,509,585",100%
128,Scent of Pho,"$1,482,000",-,-,"$1,482,000",100%
129,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 2026 Re-release,"$1,476,000","$1,476,000",100%,-,-
130,Running Man Viet Nam Mua 3: Con Roi Tu Do,"$1,467,338",-,-,"$1,467,338",100%
131,Havfolket,"$1,453,323",-,-,"$1,453,323",100%
132,Uvolit Zhoru,"$1,443,448",-,-,"$1,443,448",100%
133,Giant,"$1,427,412",-,-,"$1,427,412",100%
134,Couture,"$1,405,121",-,-,"$1,405,121",100%
135,"The Day, December 3, 2024 'Fabricated Insurrection, Hidden Truth","$1,405,008",-,-,"$1,405,008",100%
136,Sirat 2026 Re-release,"$1,393,503","$1,360,870",97.7%,"$32,633",2.3%
137,A Little Dream of Me,"$1,373,816",-,-,"$1,373,816",100%
138,Feels Like Home,"$1,360,082",-,-,"$1,360,082",100%
139,Alter Ego,"$1,351,281",-,-,"$1,351,281",100%
140,Saipan,"$1,332,383",-,-,"$1,332,383",100%
141,Societies by Accident,"$1,331,801",-,-,"$1,331,801",100%
142,Be Gentle with Yourself,"$1,325,683",-,-,"$1,325,683",100%
143,Mutluyuz Mu?,"$1,289,090",-,-,"$1,289,090",100%
144,Protector,"$1,288,629","$1,266,261",98.3%,"$22,368",1.7%
145,Kommentiruy eto,"$1,265,230",-,-,"$1,265,230",100%
146,Calle Málaga,"$1,255,266",-,-,"$1,255,266",100%
147,Kdyz se zhasne,"$1,229,677",-,-,"$1,229,677",100%
148,Midwinter Break,"$1,187,922","$1,002,905",84.4%,"$185,017",15.6%
149,Wasteman,"$1,132,027",-,-,"$1,132,027",100%
150,Ariyoshi's Wall: Theatrical Ad-lib Taiga - 18 People in the Interesting Castle,"$1,126,313",-,-,"$1,126,313",100%
151,Le crime du 3e étage,"$1,112,853",-,-,"$1,112,853",100%
152,Revenge,"$1,095,711",-,-,"$1,095,711",100%
153,Milijonieriaus Jubiliejus,"$1,078,126",-,-,"$1,078,126",100%
154,Ai Thuong Ai Men,"$1,071,488",-,-,"$1,071,488",100%
155,The Golden K Award,"$1,053,222",-,-,"$1,053,222",100%
156,Ketenpere: Dalavere,"$1,050,158",-,-,"$1,050,158",100%
157,Seima i gamta,"$1,048,807",-,-,"$1,048,807",100%
158,Tyulpany,"$1,036,024",-,-,"$1,036,024",100%
159,Arco 2026 Re-release,"$1,027,718","$1,000,913",97.4%,"$26,805",2.6%
160,La Fiera,"$1,023,133",-,-,"$1,023,133",100%
161,Balandrau: Where the Fierce Wind Blew,"$1,019,519",-,-,"$1,019,519",100%
162,Chatha Pacha,"$1,019,182",-,-,"$1,019,182",100%
163,The Raja Saab,"$1,016,035",-,-,"$1,016,035",100%
164,Diabolic,"$987,422",-,-,"$987,422",100%
165,Beléd estem,"$979,848",-,-,"$979,848",100%
166,Checkered Ninja 3,"$971,485",-,-,"$971,485",100%
167,JO1DER Show 2025 Wherever We Are in Tokyo Dome Live Film,"$954,645",-,-,"$954,645",100%
168,O' Romeo,"$954,188",-,-,"$954,188",100%
169,The Convenience Store,"$914,146",-,-,"$914,146",100%
170,Project Y,"$910,882",-,-,"$910,882",100%
171,Dobryy doktor,"$879,646",-,-,"$879,646",100%
172,Mana ShankaraVaraprasad Garu,"$855,939",-,-,"$855,939",100%
173,Our House,"$844,471",-,-,"$844,471",100%
174,Infinite Icon: A Visual Memoir,"$817,441","$401,664",49.1%,"$415,777",50.9%
175,Svihaci,"$808,394",-,-,"$808,394",100%
176,Slanted,"$803,970","$803,970",100%,-,-
177,He Calls Me Daughter,"$802,849","$802,849",100%,-,-
178,Vakkenvullers XL,"$792,109",-,-,"$792,109",100%
179,Mardaani 3,"$768,088",-,-,"$768,088",100%
180,Parasakthi,"$767,881",-,-,"$767,881",100%
181,Dolly,"$759,210","$697,506",91.9%,"$61,704",8.1%
182,Yura Was Here,"$752,641",-,-,"$752,641",100%
183,All You Need Is Kill,"$741,491","$695,290",93.8%,"$46,201",6.2%
184,Il bene comune,"$734,116",-,-,"$734,116",100%
185,Madagascar 2026 Re-release,"$708,665","$708,665",100%,-,-
186,Evolution,"$693,222",-,-,"$693,222",100%
187,The Confession,"$674,598",-,-,"$674,598",100%
188,Himitsu no Aipri the Movie Mankai Buzzrium Live!,"$659,686",-,-,"$659,686",100%
189,Ravioli Oli,"$646,269",-,-,"$646,269",100%
190,Baise-en-ville,"$642,600",-,-,"$642,600",100%
191,App the Horror,"$636,132",-,-,"$636,132",100%
192,Hugo,"$635,956",-,-,"$635,956",100%
193,Labyrinth 2026  Re-release,"$635,521",-,-,"$635,521",100%
194,Standout: The Ben Kjar Story,"$619,157","$619,157",100%,-,-
195,The Revenant 10th Anniversary,"$615,924","$601,572",97.7%,"$14,352",2.3%
196,Stur,"$613,690",-,-,"$613,690",100%
197,The Dangers in My Heart,"$609,863",-,-,"$609,863",100%
198,Handbok för superhjältar,"$604,343",-,-,"$604,343",100%
199,Papa mozhet,"$592,705",-,-,"$592,705",100%
200,Hamlet,"$587,326",-,-,"$587,326",100%
