rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
79,Nomadland,"$39,458,207","$3,700,000",9.4%,"$35,758,207",90.6%
80,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,"$38,052,695",-,-,"$38,052,695",100%
81,The Yinyang Master,"$37,690,000",-,-,"$37,690,000",100%
82,Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978",-,-,"$36,964,978",100%
83,The Door Lock,"$36,100,000",-,-,"$36,100,000",100%
84,We Made a Beautiful Bouquet,"$35,048,735",-,-,"$35,048,735",100%
85,Malignant,"$34,891,791","$13,391,791",38.4%,"$21,500,000",61.6%
86,Licorice Pizza,"$33,276,075","$17,318,007",52%,"$15,958,068",48%
87,Respect,"$32,882,823","$24,278,399",73.8%,"$8,604,424",26.2%
88,Big Red Envelope,"$32,800,000",-,-,"$32,800,000",100%
89,Masquerade Night,"$32,287,400",-,-,"$32,287,400",100%
90,Once Upon a Time in Hong Kong,"$32,218,874",-,-,"$32,218,874",100%
91,Home Sweet Home,"$32,178,677",-,-,"$32,178,677",100%
92,The Little Things,"$30,842,746","$15,342,746",49.7%,"$15,500,000",50.3%
93,The Unholy,"$30,832,137","$15,532,137",50.4%,"$15,300,000",49.6%
94,The Last Duel,"$30,552,111","$10,853,945",35.5%,"$19,698,166",64.5%
95,Escape from Mogadishu,"$29,902,716","$346,271",1.2%,"$29,556,445",98.8%
96,Master,"$28,692,230",-,-,"$28,692,230",100%
97,The Last Warrior: Root of Evil,"$28,357,398",-,-,"$28,357,398",100%
98,The Last Warrior: A Messenger of Darkness,"$27,052,365",-,-,"$27,052,365",100%
99,American Underdog,"$26,514,814","$26,514,814",100%,-,-
100,Chaos Walking,"$26,508,132","$13,287,908",50.1%,"$13,220,224",49.9%
101,The Courier,"$26,001,227","$6,613,432",25.4%,"$19,387,795",74.6%
102,Spencer,"$25,246,967","$7,086,632",28.1%,"$18,160,335",71.9%
103,Parallel Mothers,"$23,080,884","$2,297,501",10%,"$20,783,383",90%
104,The Marksman,"$23,076,711","$15,566,093",67.5%,"$7,510,618",32.5%
105,99.9 Criminal Lawyer: The Movie,"$23,055,069",-,-,"$23,055,069",100%
106,Last Night in Soho,"$22,957,625","$10,127,625",44.1%,"$12,830,000",55.9%
107,The Day We Lit Up the Sky,"$22,500,000",-,-,"$22,500,000",100%
108,School of Magical Animals,"$22,135,934","$288,414",1.3%,"$21,847,520",98.7%
109,Kaamelott: First Installment,"$21,979,122","$188,000",0.9%,"$21,791,122",99.1%
110,After We Fell,"$21,753,705","$2,170,750",10%,"$19,582,955",90%
111,Begin Again 2020 Re-release,"$21,396,766",-,-,"$21,396,766",100%
112,Rurouni Kenshin: Final Chapter Part II - The Beginning,"$21,318,560",-,-,"$21,318,560",100%
113,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,"$21,197,217",-,-,"$21,197,217",100%
114,Wish Dragon,"$21,120,000",-,-,"$21,120,000",100%
115,Stillwater,"$19,754,272","$14,465,535",73.2%,"$5,288,737",26.8%
116,The Wolf and the Lion,"$19,510,578","$2,072,173",10.6%,"$17,438,405",89.4%
117,Les Tuche 4,"$19,259,766",-,-,"$19,259,766",100%
118,Dear Evan Hansen,"$19,133,454","$15,002,646",78.4%,"$4,130,808",21.6%
119,Those Who Wish Me Dead,"$19,107,200","$7,407,200",38.8%,"$11,700,000",61.2%
120,The Pioneer,"$18,900,000",-,-,"$18,900,000",100%
121,The Green Knight,"$18,887,953","$17,173,321",90.9%,"$1,714,632",9.1%
122,Antlers,"$18,867,659","$10,619,670",56.3%,"$8,247,989",43.7%
123,Sinkhole,"$18,816,801",-,-,"$18,816,801",100%
124,Mobile Suit Gundam: Hathaway,"$18,731,309",-,-,"$18,731,309",100%
125,The Stronghold,"$18,066,143",-,-,"$18,066,143",100%
126,"Dad, I'm Sorry","$17,480,489","$350,000",2%,"$17,130,489",98%
127,Gintama: The Final,"$17,245,887",-,-,"$17,245,887",100%
128,Railway Heroes,"$17,223,704",-,-,"$17,223,704",100%
129,Your Turn to Kill,"$16,511,822",-,-,"$16,511,822",100%
130,Cry Macho,"$16,510,734","$10,310,734",62.4%,"$6,200,000",37.6%
131,Reminiscence,"$16,400,193","$3,900,193",23.8%,"$12,500,000",76.2%
132,Legend No. 17,"$16,096,860",-,-,"$16,096,860",100%
133,Upon the Magic Roads,"$15,990,882",-,-,"$15,990,882",100%
134,Harry Potter and the Sorcerer's Stone 2021 Re-release,"$15,801,891","$799,342",5.1%,"$14,814,589",93.8%
135,The Dry,"$15,576,286","$364,237",2.3%,"$15,212,049",97.7%
136,The Night House,"$15,437,703","$7,100,581",46%,"$8,337,122",54%
137,Drive My Car,"$15,355,152","$2,352,240",15.3%,"$13,002,912",84.7%
138,Minari,"$15,288,578","$3,110,580",20.3%,"$12,177,998",79.7%
139,Something About Love,"$15,204,017",-,-,"$15,204,017",100%
140,Anita,"$15,017,470","$556,632",3.7%,"$14,460,838",96.3%
141,And So the Baton Is Passed,"$14,403,588",-,-,"$14,403,588",100%
142,The Tomorrow War,"$14,400,000",-,-,"$14,400,000",100%
143,Sword Art Online: Progressive - Aria of a Starless Night,"$14,032,747","$1,050,000",7.5%,"$12,982,747",92.5%
144,Christmas with the Chosen: The Messengers,"$13,728,000","$13,728,000",100%,-,-
145,Eiffel,"$13,573,923","$444,814",3.3%,"$13,129,109",96.7%
146,OSS 117: From Africa with Love,"$13,457,801",-,-,"$13,457,801",100%
147,Hostage: Missing Celebrity,"$13,174,292",-,-,"$13,174,292",100%
148,Vakeel Saab,"$13,056,490",-,-,"$13,056,490",100%
149,The Many Saints of Newark,"$13,037,403","$8,237,403",63.2%,"$4,800,000",36.8%
150,The Monkey King: Reborn,"$13,017,088",-,-,"$13,017,088",100%
151,No Escapes,"$12,916,151",-,-,"$12,916,151",100%
152,The Bodin's in the Land of Smile,"$12,872,253",-,-,"$12,872,253",100%
153,The Worst Person in the World,"$12,744,408","$3,034,775",23.8%,"$9,709,633",76.2%
154,Character,"$12,628,017",-,-,"$12,628,017",100%
155,On Your Mark,"$12,100,000",-,-,"$12,100,000",100%
156,On the Line,"$12,058,986",-,-,"$12,058,986",100%
157,Stand by Me,"$11,900,000",-,-,"$11,900,000",100%
158,The Fable: The Killer Who Doesn't Kill,"$11,325,545",-,-,"$11,325,545",100%
159,What Did You Eat Yesterday?,"$11,320,893",-,-,"$11,320,893",100%
160,Aline,"$11,149,943","$667,815",6%,"$10,482,128",94%
161,Krack,"$10,435,375",-,-,"$10,435,375",100%
162,Realm of Terracotta,"$10,363,914",-,-,"$10,363,914",100%
163,Kaiserschmarrndrama,"$10,357,720",-,-,"$10,357,720",100%
164,"Caution, Hazardous Wife: The Movie","$10,356,359",-,-,"$10,356,359",100%
165,Detective Conan: The Scarlet Alibi,"$10,308,627",-,-,"$10,308,627",100%
166,Never Stop,"$10,224,935",-,-,"$10,224,935",100%
167,Ainbo,"$10,172,403",-,-,"$10,172,403",100%
168,Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,"$9,742,510",-,-,"$9,742,510",100%
169,Black Box,"$9,738,741",-,-,"$9,738,741",100%
170,The Soul,"$9,600,000",-,-,"$9,600,000",100%
171,¡A todo tren! Destino Asturias,"$9,544,171",-,-,"$9,544,171",100%
172,Baragaki: Unbroken Samurai,"$9,481,437",-,-,"$9,481,437",100%
173,Dad,"$9,267,397",-,-,"$9,267,397",100%
174,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,990,599",-,-,"$8,377,569",93.2%
175,All About My Mother,"$8,900,000",-,-,"$8,900,000",100%
176,The Eleventh Chapter,"$8,844,997",-,-,"$8,844,997",100%
177,The Medium,"$8,826,689",-,-,"$8,826,689",100%
178,The Vault,"$8,803,864",-,-,"$8,803,864",100%
179,Kaguya-sama: Love Is War,"$8,794,981",-,-,"$8,794,981",100%
180,Moonbound,"$8,762,237",-,-,"$8,762,237",100%
181,The Protégé,"$8,737,253","$7,446,823",85.2%,"$1,290,430",14.8%
182,Agent Backkom: King's Bear,"$8,700,526",-,-,"$8,700,526",100%
183,Lost Illusions,"$8,635,184","$126,391",1.5%,"$8,508,793",98.5%
184,Pil's Adventures,"$8,604,921",-,-,"$8,604,921",100%
185,Honey Lemon Soda,"$8,441,488",-,-,"$8,441,488",100%
186,Delicious,"$8,371,523",-,-,"$8,371,523",100%
187,I Don't Have Any Money Left in My Retirement Account,"$8,204,616",-,-,"$8,204,616",100%
188,Girls to Buy,"$8,177,284",-,-,"$8,177,284",100%
189,Green Snake,"$8,170,000",-,-,"$8,170,000",100%
190,New Happy Dad and Son 4,"$8,070,000",-,-,"$8,070,000",100%
191,Sunny Sisters,"$7,880,000",-,-,"$7,880,000",100%
192,Contra,"$7,762,797",-,-,"$7,762,797",100%
193,Hard Hit,"$7,658,021",-,-,"$7,658,021",100%
194,Little Canned Men,"$7,600,000",-,-,"$7,600,000",100%
195,Pushpa: The Rise - Part 1,"$7,592,374","$1,320,000",17.4%,"$6,272,374",82.6%
196,The Mauritanian,"$7,527,030","$836,536",11.1%,"$6,690,494",88.9%
197,The Ice Road,"$7,502,846",-,-,"$7,502,846",100%
198,Judas and the Black Messiah,"$7,478,009","$5,478,009",73.3%,"$2,000,000",26.7%
199,Love Letter 2021 Re-release,"$7,400,000",-,-,"$7,400,000",100%
200,Signal: The Movie,"$7,388,603",-,-,"$7,388,603",100%
