rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
123,La Femme Nikita,"$5,018,604","$5,017,971",100%,-,-
124,True Identity,"$4,693,236","$4,693,236",100%,-,-
125,The Hitman,"$4,654,288","$4,654,288",100%,-,-
126,Dutch,"$4,603,929","$4,603,929",100%,-,-
127,Run,"$4,409,328","$4,409,328",100%,-,-
128,Hear My Song,"$4,313,473","$4,313,473",100%,-,-
129,Popcorn,"$4,205,000","$4,205,000",100%,-,-
130,Life Stinks,"$4,102,526","$4,102,526",100%,-,-
131,Impromptu,"$4,076,211","$4,076,211",100%,-,-
132,Antarctica,"$4,075,362",-,-,"$4,075,362",100%
133,Paris Is Burning,"$3,780,329","$3,779,620",100%,-,-
134,Mannequin: On the Move,"$3,752,428","$3,752,428",100%,-,-
135,My Heroes Have Always Been Cowboys,"$3,603,615","$3,603,615",100%,-,-
136,Shout,"$3,547,684","$3,547,684",100%,-,-
137,Homicide,"$2,971,661","$2,971,661",100%,-,-
138,Another You,"$2,865,916","$2,865,916",100%,-,-
139,The Man in the Moon,"$2,853,801","$2,853,801",100%,-,-
140,Return to the Blue Lagoon,"$2,807,854","$2,807,854",100%,-,-
141,Straight Out of Brooklyn,"$2,712,293","$2,712,293",100%,-,-
142,Naked Lunch,"$2,665,810","$2,641,357",99.1%,"$24,453",0.9%
143,Showdown in Little Tokyo,"$2,275,557","$2,275,557",100%,-,-
144,29th Street,"$2,120,564","$2,120,564",100%,-,-
145,Cadence,"$2,070,871","$2,070,871",100%,-,-
146,The Double Life of Véronique,"$2,003,020","$1,999,955",99.8%,"$3,065",0.2%
147,Ju Dou,"$1,986,433","$1,986,433",100%,-,-
148,Madame Bovary,"$1,942,423","$1,942,423",100%,-,-
149,Spartacus 1991 Re-release,"$1,830,650","$1,830,650",100%,-,-
150,Prospero's Books,"$1,750,301","$1,750,301",100%,-,-
151,Everybody's Fine,"$1,745,470","$1,745,470",100%,-,-
152,My Father's Glory,"$1,730,856","$1,730,856",100%,-,-
153,High Heels,"$1,710,057","$1,710,057",100%,-,-
154,Citizen Kane 1991 Re-release,"$1,585,634","$1,585,634",100%,-,-
155,Truly Madly Deeply,"$1,554,742","$1,554,742",100%,-,-
156,Life Is Sweet,"$1,516,414","$1,516,414",100%,-,-
157,Company Business,"$1,501,785","$1,501,785",100%,-,-
158,My Mother's Castle,"$1,477,071","$1,477,071",100%,-,-
159,Mister Johnson,"$1,464,242","$1,464,242",100%,-,-
160,Book of Love,"$1,382,259","$1,382,259",100%,-,-
161,At Play in the Fields of the Lord,"$1,345,903","$1,345,903",100%,-,-
162,City of Hope,"$1,345,015","$1,345,015",100%,-,-
163,Hearts of Darkness: A Filmmaker's Apocalypse,"$1,321,167","$1,318,449",99.8%,-,-
164,The Rapture,"$1,277,404","$1,277,404",100%,-,-
165,Kickboxer 2: The Road Back,"$1,250,712","$1,250,712",100%,-,-
166,The Comfort of Strangers,"$1,244,381","$1,244,381",100%,-,-
167,Slacker,"$1,228,108","$1,228,108",100%,-,-
168,Cool as Ice,"$1,193,062","$1,193,062",100%,-,-
169,Year of the Gun,"$1,182,273","$1,182,273",100%,-,-
170,The Unborn,"$1,159,578","$1,159,578",100%,-,-
171,Daddy Nostalgia,"$1,108,429","$1,108,429",100%,-,-
172,Kafka,"$1,059,071","$1,059,071",100%,-,-
173,An Angel at My Table,"$1,054,638","$1,054,638",100%,-,-
174,Whore,"$1,008,404","$1,008,404",100%,-,-
175,Screenplay: Antonia and Jane,"$1,002,078","$1,002,078",100%,-,-
176,Meeting Venus,"$1,000,348","$1,000,348",100%,-,-
177,Talkin' Dirty After Dark,"$978,775","$978,775",100%,-,-
178,The Taking of Beverly Hills,"$939,277","$939,277",100%,-,-
179,Beastmaster 2: Through the Portal of Time,"$869,325","$869,325",100%,-,-
180,The 23rd Tournee of Animation,"$862,309","$862,309",100%,-,-
181,The Miracle,"$835,519","$835,519",100%,-,-
182,Until the End of the World,"$829,625","$829,625",100%,-,-
183,Poison,"$787,280","$787,280",100%,-,-
184,Mindwalk,"$774,048","$774,048",100%,-,-
185,The Story of Boys & Girls,"$741,221","$741,221",100%,-,-
186,Rosencrantz & Guildenstern Are Dead,"$739,104","$739,104",100%,-,-
187,The British Invasion Returns,"$729,102","$729,102",100%,-,-
188,Thousand Pieces of Gold,"$717,772","$717,772",100%,-,-
189,Dice Rules,"$637,327","$637,327",100%,-,-
190,Queens Logic,"$612,781","$612,781",100%,-,-
191,Auntie Danielle,"$604,624","$604,624",100%,-,-
192,The Pope Must Diet,"$582,510","$582,510",100%,-,-
193,The Search for Signs of Intelligent Life in the Universe,"$579,854","$579,854",100%,-,-
194,Rich Girl,"$561,000","$561,000",100%,-,-
195,Hangin' with the Homeboys,"$532,933","$532,933",100%,-,-
196,"Sex, Drugs, Rock & Roll","$530,392","$530,392",100%,-,-
197,Rhapsody in August,"$516,431","$516,431",100%,-,-
198,Meet the Applegates,"$485,772","$485,772",100%,-,-
199,McBain,"$456,127","$456,127",100%,-,-
200,Drowning by Numbers,"$425,562","$424,773",99.8%,-,-
