rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
54,Deep Sea,"$133,607,631","$9,575",<0.1%,"$133,598,056",100%
55,Blue Beetle,"$130,788,072","$72,488,072",55.4%,"$58,300,000",44.6%
56,One and Only,"$128,818,285",-,-,"$128,818,285",100%
57,A Haunting in Venice,"$122,290,456","$42,471,412",34.7%,"$79,819,044",65.3%
58,Gran Turismo,"$122,076,738","$44,428,554",36.4%,"$77,648,184",63.6%
59,The Volunteers: To the War,"$118,779,552",-,-,"$118,779,552",100%
60,Poor Things,"$117,625,455","$34,553,225",29.4%,"$83,072,230",70.6%
61,Haunted Mansion,"$117,449,790","$67,653,287",57.6%,"$49,796,503",42.4%
62,Born to Fly,"$117,141,585","$277,011",0.2%,"$116,864,574",99.8%
63,Godzilla Minus One,"$113,820,494","$57,144,669",50.2%,"$56,675,825",49.8%
64,Saw X,"$112,820,254","$53,607,898",47.5%,"$59,212,356",52.5%
65,Pathaan,"$112,583,450","$17,487,476",15.5%,"$95,095,974",84.5%
66,Detective Conan: Black Iron Submarine,"$106,771,806",-,-,"$106,771,806",100%
67,The Creator,"$104,272,136","$40,774,679",39.1%,"$63,497,457",60.9%
68,12.12: The Day,"$97,476,565",-,-,"$97,476,565",100%
69,Animal,"$92,850,291","$15,004,482",16.2%,"$77,845,809",83.8%
70,Talk to Me,"$91,959,188","$48,299,436",52.5%,"$43,659,752",47.5%
71,Air,"$90,060,106","$52,460,106",58.3%,"$37,600,000",41.7%
72,Cocaine Bear,"$88,314,672","$64,670,240",73.2%,"$23,644,432",26.8%
73,No Hard Feelings,"$87,256,407","$50,452,282",57.8%,"$36,804,125",42.2%
74,The Roundup: No Way Out,"$83,410,298","$909,411",1.1%,"$82,500,887",98.9%
75,The Pope's Exorcist,"$76,987,621","$20,009,380",26%,"$56,978,241",74%
76,Plane,"$74,515,586","$32,111,181",43.1%,"$42,404,405",56.9%
77,Titanic 25 Year Anniversary,"$70,219,746","$15,096,069",21.5%,"$55,123,677",78.5%
78,Romancham,"$69,929,632",-,-,"$69,929,632",100%
79,The Color Purple,"$68,919,191","$60,619,191",88%,"$8,300,000",12%
80,The Boogeyman,"$67,307,243","$43,244,282",64.2%,"$24,062,961",35.8%
81,65,"$60,730,568","$32,062,904",52.8%,"$28,667,664",47.2%
82,Spy x Family Code: White,"$59,629,242","$8,110,042",13.6%,"$51,519,200",86.4%
83,Magic Mike's Last Dance,"$57,105,156","$26,005,156",45.5%,"$31,100,000",54.5%
84,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"$56,319,794","$10,117,806",18%,"$46,201,988",82%
85,One Life,"$56,308,105","$5,716,885",10.2%,"$50,591,220",89.8%
86,The Boys in the Boat,"$55,501,365","$52,641,306",94.8%,"$2,860,059",5.2%
87,Knock at the Cabin,"$54,760,947","$35,397,980",64.6%,"$19,362,967",35.4%
88,Mummies,"$54,475,970","$4,275,970",7.8%,"$50,200,000",92.2%
89,Jesus Revolution,"$54,293,684","$52,102,987",96%,"$2,190,697",4%
90,Asteroid City,"$53,857,743","$28,153,025",52.3%,"$25,704,718",47.7%
91,The Zone of Interest,"$52,693,249","$8,659,464",16.4%,"$44,033,785",83.6%
92,BTS: Yet to Come in Cinemas,"$51,603,764","$8,481,053",16.4%,"$43,122,711",83.6%
93,There's Still Tomorrow,"$50,282,547","$180,426",0.4%,"$50,102,121",99.6%
94,Operation Fortune: Ruse de Guerre,"$48,983,306","$6,496,125",13.3%,"$42,487,181",86.7%
95,Missing,"$48,767,848","$32,502,025",66.6%,"$16,265,823",33.4%
96,Thanksgiving,"$46,553,280","$31,908,884",68.5%,"$14,644,396",31.5%
97,Asterix & Obelix: The Middle Kingdom,"$46,497,678",-,-,"$46,497,678",100%
98,The Holdovers,"$45,760,507","$20,355,375",44.5%,"$25,405,132",55.5%
99,Ruby Gillman: Teenage Kraken,"$45,657,745","$15,753,600",34.5%,"$29,904,145",65.5%
100,The Iron Claw,"$45,204,449","$35,070,296",77.6%,"$10,134,153",22.4%
101,Son of a Rich 2,"$44,718,015",-,-,"$44,718,015",100%
102,Renaissance: A Film by Beyoncé,"$43,989,684","$33,889,684",77%,"$10,100,000",23%
103,Ferrari,"$43,601,123","$18,550,028",42.5%,"$25,051,095",57.5%
104,Past Lives,"$42,748,888","$11,331,983",26.5%,"$31,416,905",73.5%
105,80 for Brady,"$40,480,875","$39,448,525",97.4%,"$1,032,350",2.6%
106,"Miraculous: Ladybug & Cat Noir, the Movie","$40,388,834",-,-,"$40,388,834",100%
107,The Bremen Town Musicians,"$38,864,948",-,-,"$38,864,948",100%
108,My Big Fat Greek Wedding 3,"$38,831,076","$28,496,030",73.4%,"$10,335,046",26.6%
109,The Expendables 4,"$37,917,985","$16,710,153",44.1%,"$21,207,832",55.9%
110,Doraemon the Movie: Nobita's Sky Utopia,"$37,475,850",-,-,"$37,475,850",100%
111,Smugglers,"$36,851,831",-,-,"$36,851,831",100%
112,Kingdom 3: The Flame of Destiny,"$36,259,522",-,-,"$36,259,522",100%
113,Ride On,"$36,258,730","$128,950",0.4%,"$36,129,780",99.6%
114,Strays,"$36,071,267","$23,988,885",66.5%,"$12,082,382",33.5%
115,Anatomy of a Fall,"$36,046,727","$5,076,369",14.1%,"$30,970,358",85.9%
116,Noryang: Deadly Sea,"$34,210,966","$315,245",0.9%,"$33,895,721",99.1%
117,Alibi.com 2,"$34,114,308",-,-,"$34,114,308",100%
118,Priscilla,"$33,106,888","$20,960,939",63.3%,"$12,145,949",36.7%
119,Don't Call it Mystery: The Movie,"$32,516,533",-,-,"$32,516,533",100%
120,The Three Musketeers - Part I: D'Artagnan,"$32,407,471",-,-,"$32,407,471",100%
121,Jawan,"$31,539,434","$15,198,530",48.2%,"$16,340,904",51.8%
122,Tokyo MER,"$30,239,900",-,-,"$30,239,900",100%
123,Concrete Utopia,"$30,077,348",-,-,"$30,077,348",100%
124,Book Club: The Next Chapter,"$29,014,500","$17,581,565",60.6%,"$11,432,935",39.4%
125,I Wish I Could Meet You Again on the Hill Where That Flower Blooms (2023),"$28,933,626",-,-,"$28,933,626",100%
126,The Wish of the Fairy Fish,"$28,218,581",-,-,"$28,218,581",100%
127,Toy Story 2023 Re-release,"$27,509,032",-,-,"$27,503,924",100%
128,Renfield,"$26,493,921","$17,297,895",65.3%,"$9,196,026",34.7%
129,The Challenge,"$26,064,906",-,-,"$26,064,906",100%
130,Perfect Days,"$25,854,086","$3,766,668",14.6%,"$22,087,418",85.4%
131,Shin Jigen! Crayon Shin-chan the Movie,"$23,920,308",-,-,"$23,920,308",100%
132,American Fiction,"$22,483,370","$21,098,470",93.8%,"$1,384,900",6.2%
133,The Covenant,"$21,948,551","$16,938,039",77.2%,"$5,010,512",22.8%
134,Champions,"$21,899,506","$16,397,335",74.9%,"$5,502,171",25.1%
135,Radical,"$21,797,528","$8,702,731",39.9%,"$13,094,797",60.1%
136,The Last Voyage of the Demeter,"$21,786,275","$13,637,180",62.6%,"$8,149,095",37.4%
137,"Are You There God? It's Me, Margaret.","$21,464,043","$20,372,406",94.9%,"$1,091,637",5.1%
138,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,"$21,112,012",-,-,"$21,112,012",100%
139,Saltburn,"$21,026,167","$11,425,829",54.3%,"$9,600,338",45.7%
140,Dumb Money,"$20,703,794","$13,925,356",67.3%,"$6,761,614",32.7%
141,All of Us Strangers,"$20,226,058","$4,050,103",20%,"$16,175,955",80%
142,My Happy Marriage,"$19,506,407",-,-,"$19,506,407",100%
143,The House of No Man,"$19,490,980",-,-,"$19,490,980",100%
144,Retribution,"$18,685,751","$6,937,696",37.1%,"$11,748,055",62.9%
145,Next Goal Wins,"$18,648,802","$6,713,826",36%,"$11,934,976",64%
146,Love Reset,"$18,425,590",-,-,"$18,425,590",100%
147,The Blackening,"$18,169,453","$17,707,207",97.5%,"$462,246",2.5%
148,About My Father,"$18,167,819","$12,089,391",66.5%,"$6,078,428",33.5%
149,Mavka: The Forest Song,"$17,974,964",-,-,"$17,974,964",100%
150,The Blind,"$17,265,876","$17,265,487",100%,$389,<0.1%
151,Tokyo Revengers 2: Bloody Halloween - Destiny,"$17,226,226",-,-,"$17,226,226",100%
152,Hypnotic,"$16,281,937","$4,500,169",27.6%,"$11,781,768",72.4%
153,The Legend & Butterfly,"$16,087,771",-,-,"$16,087,771",100%
154,Die drei ??? - Erbe des Drachen,"$15,860,016",-,-,"$15,860,016",100%
155,Shin Kamen Rider,"$15,835,414",-,-,"$15,835,414",100%
156,Joy Ride,"$15,787,674","$12,897,789",81.7%,"$2,889,885",18.3%
157,Dunki,"$15,473,051","$7,460,159",48.2%,"$8,012,892",51.8%
158,Epic Tails,"$15,463,020","$355,088",2.3%,"$15,107,932",97.7%
159,The Three Musketeers: Milady,"$15,439,299",-,-,"$15,439,299",100%
160,Only 3 Days Left,"$15,152,854",-,-,"$15,152,854",100%
161,Tonde Saitama: Biwako Yori Ai o Komete,"$15,107,891",-,-,"$15,107,891",100%
162,A Guilty Conscience,"$14,911,562",-,-,"$14,911,562",100%
163,Jeanne du Barry,"$14,826,528",-,-,"$14,826,528",100%
164,Tokyo Revengers 2: Bloody Halloween - Decisive Battle,"$14,584,970",-,-,"$14,584,970",100%
165,Dr. Cheon and Lost Talisman,"$14,574,445","$84,362",0.6%,"$14,490,083",99.4%
166,Sisu,"$14,236,005","$7,265,622",51%,"$6,970,383",49%
167,Rehragout-Rendezvous,"$14,127,069",-,-,"$14,127,069",100%
168,A Moroccan Affair,"$14,075,140",-,-,"$14,075,140",100%
169,His Only Son,"$13,817,186","$12,392,740",89.7%,"$1,424,446",10.3%
170,The Point Men,"$13,433,834",-,-,"$13,433,834",100%
171,"Manta, Manta: Legacy","$13,078,126",-,-,"$13,078,126",100%
172,Three heroes and the Navel of the Earth,"$13,028,535",-,-,"$13,028,535",100%
173,Bottoms,"$12,976,079","$12,036,071",92.8%,"$940,008",7.2%
174,Championext,"$12,902,914",-,-,"$12,902,914",100%
175,Love Again,"$12,696,584","$6,230,837",49.1%,"$6,465,747",50.9%
176,Dream Scenario,"$12,488,124","$5,742,193",46%,"$6,745,931",54%
177,Beau Is Afraid,"$12,332,972","$8,176,562",66.3%,"$4,156,410",33.7%
178,The Shift,"$12,238,643","$12,118,219",99%,"$120,424",1%
179,Salaar,"$11,958,548","$8,929,282",74.7%,"$3,029,266",25.3%
180,After Death,"$11,830,860","$11,478,326",97%,"$352,534",3%
181,Tiger 3,"$11,713,932","$5,365,263",45.8%,"$6,348,669",54.2%
182,Jungle Bunch: Operation Meltdown,"$11,580,770","$831,200",7.2%,"$10,749,570",92.8%
183,Face Off 6: The Ticket of Destiny,"$11,538,081",-,-,"$11,538,081",100%
184,Silent Night,"$11,067,228","$8,012,103",72.4%,"$3,055,125",27.6%
185,What's Love Got to Do with It?,"$11,065,050",-,-,"$11,065,050",100%
186,Sleep,"$11,063,144","$34,221",0.3%,"$11,028,923",99.7%
187,Samurai Beyond Admiration Record to the World's Best,"$10,876,188",-,-,"$10,876,188",100%
188,Honey Sweet,"$10,766,032",-,-,"$10,766,032",100%
189,The Machine,"$10,664,328","$10,458,331",98.1%,"$205,997",1.9%
190,After Everything,"$10,644,463",-,-,"$10,644,463",100%
191,The Taste of Things,"$10,475,037","$2,654,510",25.3%,"$7,820,527",74.7%
192,The Crime Is Mine,"$10,474,934","$122,083",1.2%,"$10,352,851",98.8%
193,The Nightmare Before Christmas 30th Anniversary Re-Release,"$10,431,631","$10,251,956",98.3%,"$179,675",1.7%
194,The Great Escaper,"$10,425,252",-,-,"$10,425,252",100%
195,Freelance,"$10,196,704","$5,314,136",52.1%,"$4,882,568",47.9%
196,Sun and Concrete,"$10,120,340",-,-,"$10,120,340",100%
197,Cobweb,"$10,091,821",-,-,"$10,091,821",100%
198,The Peasants,"$10,067,544","$155,188",1.5%,"$9,912,356",98.5%
199,Talk to Her Undated France Release,"$9,550,733",-,-,"$9,549,770",100%
200,Kandahar,"$9,387,311","$4,813,132",51.3%,"$4,574,179",48.7%
