rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
34,Romeo + Juliet,"$46,358,856","$46,351,345",100%,-,-
35,One Fine Day,"$46,151,454","$46,151,454",100%,-,-
36,The Mirror Has Two Faces,"$41,083,864","$41,083,864",100%,-,-
37,Happy Gilmore,"$38,826,698","$38,824,099",100%,-,-
38,The Ghost and the Darkness,"$38,619,959","$38,619,405",100%,-,-
39,Mars Attacks!,"$37,771,980","$37,771,017",100%,-,-
40,Set It Off,"$36,461,139","$36,461,139",100%,-,-
41,Shine,"$35,999,081","$35,892,330",99.7%,"$106,751",0.3%
42,The Truth About Cats & Dogs,"$34,861,807","$34,861,807",100%,-,-
43,A Thin Line Between Love and Hate,"$34,767,836","$34,767,836",100%,-,-
44,Muppet Treasure Island,"$34,327,766","$34,327,391",100%,-,-
45,Matilda,"$33,462,471","$33,459,416",100%,-,-
46,The Long Kiss Goodnight,"$33,447,612","$33,447,612",100%,-,-
47,Striptease,"$33,109,743","$33,109,743",100%,-,-
48,Daylight,"$33,023,469","$33,023,469",100%,-,-
49,Homeward Bound II: Lost in San Francisco,"$32,772,492","$32,772,492",100%,-,-
50,Black Sheep,"$32,417,995","$32,417,995",100%,-,-
51,Rumble in the Bronx,"$32,392,680","$32,392,047",100%,-,-
52,Eddie,"$31,387,164","$31,387,164",100%,-,-
53,Sgt. Bilko,"$30,356,793","$30,356,793",100%,-,-
54,James and the Giant Peach,"$28,946,838","$28,946,127",100%,-,-
55,The Island of Dr. Moreau,"$27,664,568","$27,663,982",100%,-,-
56,Spy Hard,"$26,960,191","$26,960,191",100%,-,-
57,Eye for an Eye,"$26,877,589","$26,877,589",100%,-,-
58,Harriet the Spy,"$26,570,048","$26,570,048",100%,-,-
59,First Kid,"$26,491,793","$26,491,793",100%,-,-
60,That Thing You Do!,"$25,857,689","$25,857,416",100%,-,-
61,From Dusk Till Dawn,"$25,839,011","$25,836,616",100%,"$2,395",<0.1%
62,Down Periscope,"$25,785,603","$25,785,603",100%,-,-
63,Escape from L.A.,"$25,477,365","$25,477,365",100%,-,-
64,Fly Away Home,"$25,143,818","$25,143,818",100%,-,-
65,Kingpin,"$25,023,434","$25,023,434",100%,-,-
66,The Craft,"$24,823,851","$24,819,936",100%,-,-
67,Fargo,"$24,616,278","$24,611,975",100%,-,-
68,Sling Blade,"$24,444,121","$24,444,121",100%,-,-
69,D3: The Mighty Ducks,"$22,955,097","$22,955,097",100%,-,-
70,The Juror,"$22,754,725","$22,754,725",100%,-,-
71,My Fellow Americans,"$22,313,201","$22,313,201",100%,-,-
72,Emma,"$22,231,658","$22,231,658",100%,-,-
73,The Quest,"$21,686,547","$21,686,547",100%,-,-
74,Bulletproof,"$21,576,954","$21,576,954",100%,-,-
75,A Very Brady Sequel,"$21,440,752","$21,440,752",100%,-,-
76,High School High,"$21,302,121","$21,302,121",100%,-,-
77,Chain Reaction,"$21,226,204","$21,226,204",100%,-,-
78,Multiplicity,"$21,075,014","$21,075,014",100%,-,-
79,Oliver & Company 1996 Re-release,"$20,872,291","$20,872,291",100%,-,-
80,Fear,"$20,831,000","$20,831,000",100%,-,-
81,The Glimmer Man,"$20,351,264","$20,351,264",100%,-,-
82,City Hall,"$20,340,204","$20,340,204",100%,-,-
83,The People vs. Larry Flynt,"$20,300,385","$20,300,385",100%,-,-
84,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"$20,109,115","$20,109,115",100%,-,-
85,Flipper,"$20,080,020","$20,080,020",100%,-,-
86,Mother,"$19,145,198","$19,145,198",100%,-,-
87,Bed of Roses,"$19,030,691","$19,030,691",100%,-,-
88,Kazaam,"$18,937,262","$18,937,262",100%,-,-
89,The Fan,"$18,626,419","$18,626,419",100%,-,-
90,Last Man Standing,"$18,115,927","$18,115,927",100%,-,-
91,The Crow: City of Angels,"$17,917,287","$17,917,287",100%,-,-
92,Extreme Measures,"$17,380,126","$17,380,126",100%,-,-
93,The Phantom,"$17,330,678","$17,323,326",100%,-,-
94,Fled,"$17,193,231","$17,193,231",100%,-,-
95,Diabolique,"$17,100,266","$17,100,266",100%,-,-
96,The Frighteners,"$16,759,432","$16,759,216",100%,-,-
97,Trainspotting,"$16,504,291","$16,491,080",99.9%,"$13,211",<0.1%
98,Supercop,"$16,270,600","$16,270,600",100%,-,-
99,Thinner,"$15,315,484","$15,315,484",100%,-,-
100,The Adventures of Pinocchio,"$15,094,530","$15,094,530",100%,-,-
101,The Substitute,"$14,818,176","$14,818,176",100%,-,-
102,Flirting with Disaster,"$14,702,438","$14,702,438",100%,-,-
103,The Chamber,"$14,551,359","$14,551,359",100%,-,-
104,Maximum Risk,"$14,502,483","$14,502,483",100%,-,-
105,In Love and War,"$14,481,231","$14,481,231",100%,-,-
106,The Arrival,"$14,063,331","$14,063,331",100%,-,-
107,Bio-Dome,"$13,427,615","$13,427,615",100%,-,-
108,Secrets & Lies,"$13,417,292","$13,417,292",100%,-,-
109,Ghosts of Mississippi,"$13,323,144","$13,323,144",100%,-,-
110,The Associate,"$12,844,057","$12,844,057",100%,-,-
111,Mr. Wrong,"$12,825,141","$12,825,141",100%,-,-
112,Marvin's Room,"$12,803,305","$12,803,305",100%,-,-
113,The Evening Star,"$12,767,815","$12,767,815",100%,-,-
114,The Spitfire Grill,"$12,658,486","$12,658,486",100%,-,-
115,Lone Star,"$12,410,668","$12,408,986",100%,-,-
116,Big Night,"$12,009,094","$12,008,376",100%,-,-
117,Alaska,"$11,829,959","$11,829,959",100%,-,-
118,Mulholland Falls,"$11,526,099","$11,526,099",100%,-,-
119,2 Days in the Valley,"$11,132,210","$11,132,210",100%,-,-
120,Michael Collins,"$11,092,559","$11,092,559",100%,-,-
121,Two If by Sea,"$10,658,278","$10,658,278",100%,-,-
122,Beautiful Girls,"$10,597,759","$10,597,759",100%,-,-
123,White Squall,"$10,292,300","$10,292,300",100%,-,-
124,Sunset Park,"$10,163,782","$10,163,782",100%,-,-
125,A Family Thing,"$10,125,417","$10,125,417",100%,-,-
126,Mrs. Winterbourne,"$10,082,005","$10,082,005",100%,-,-
127,Dunston Checks In,"$9,871,065","$9,871,065",100%,-,-
128,Everyone Says I Love You,"$9,759,200","$9,759,200",100%,-,-
129,She's the One,"$9,538,948","$9,538,948",100%,-,-
130,Hellraiser: Bloodline,"$9,336,886","$9,336,886",100%,-,-
131,Celtic Pride,"$9,255,027","$9,255,027",100%,-,-
132,Before and After,"$8,797,839","$8,797,839",100%,-,-
133,All Dogs Go to Heaven 2,"$8,620,678","$8,620,678",100%,-,-
134,The Rich Man's Wife,"$8,543,587","$8,543,587",100%,-,-
135,Larger Than Life,"$8,315,693","$8,315,693",100%,-,-
136,The Great White Hype,"$8,008,255","$8,008,255",100%,-,-
137,The Crucible,"$7,343,114","$7,343,114",100%,-,-
138,Dear God,"$7,138,523","$7,138,523",100%,-,-
139,House Arrest,"$7,032,782","$7,032,782",100%,-,-
140,Last Dance,"$5,939,449","$5,939,449",100%,-,-
141,Bordello of Blood,"$5,781,045","$5,781,045",100%,-,-
142,Get on the Bus,"$5,754,249","$5,754,249",100%,-,-
143,Screamers,"$5,711,695","$5,711,695",100%,-,-
144,Mary Reilly,"$5,707,094","$5,707,094",100%,-,-
145,Cold Comfort Farm,"$5,682,429","$5,682,429",100%,-,-
146,The Pallbearer,"$5,656,388","$5,656,388",100%,-,-
147,Jane Eyre,"$5,200,601","$5,200,601",100%,-,-
148,Solo,"$5,107,669","$5,107,669",100%,-,-
149,Heaven's Prisoners,"$5,009,305","$5,009,305",100%,-,-
150,Girl 6,"$4,939,939","$4,939,939",100%,-,-
151,Hamlet,"$4,739,189","$4,708,156",99.3%,"$31,033",0.7%
152,Stealing Beauty,"$4,736,964","$4,722,310",99.7%,"$14,654",0.3%
153,Joe's Apartment,"$4,619,014","$4,619,014",100%,-,-
154,Welcome to the Dollhouse,"$4,569,882","$4,569,019",100%,-,-
155,Swingers,"$4,555,020","$4,555,020",100%,-,-
156,Ed,"$4,422,380","$4,422,380",100%,-,-
157,Bogus,"$4,357,406","$4,357,406",100%,-,-
158,Antonia's Line,"$4,249,321","$4,228,275",99.5%,"$21,046",0.5%
159,To Gillian on Her 37th Birthday,"$4,189,233","$4,189,233",100%,-,-
160,Bound,"$3,804,163","$3,802,260",99.9%,-,-
161,Breaking the Waves,"$3,803,298","$3,803,298",100%,-,-
162,Barb Wire,"$3,793,614","$3,793,614",100%,-,-
163,Original Gangstas,"$3,718,087","$3,718,087",100%,-,-
164,The Portrait of a Lady,"$3,692,880","$3,692,836",100%,$44,<0.1%
165,The Trigger Effect,"$3,622,979","$3,622,979",100%,-,-
166,Moll Flanders,"$3,486,957","$3,486,957",100%,-,-
167,Angels and Insects,"$3,414,301","$3,414,301",100%,-,-
168,Carpool,"$3,325,651","$3,325,651",100%,-,-
169,Feeling Minnesota,"$3,124,440","$3,124,440",100%,-,-
170,Basquiat,"$3,011,195","$3,011,195",100%,-,-
171,Unforgettable,"$2,821,671","$2,821,671",100%,-,-
172,When We Were Kings,"$2,789,985","$2,789,985",100%,-,-
173,Crash,"$2,671,299","$2,664,812",99.8%,-,-
174,Kids in the Hall: Brain Candy,"$2,654,308","$2,654,308",100%,-,-
175,The Stupids,"$2,491,989","$2,491,989",100%,-,-
176,If Lucy Fell,"$2,420,162","$2,420,162",100%,-,-
177,Lawnmower Man 2: Beyond Cyberspace,"$2,409,225","$2,409,225",100%,-,-
178,Once Upon a Time... When We Were Colored,"$2,291,255","$2,291,255",100%,-,-
179,Palermo-Milan One Way,"$2,269,305",-,-,"$2,269,305",100%
180,Faithful,"$2,104,439","$2,104,439",100%,-,-
181,Snowriders,"$2,068,490","$2,068,490",100%,-,-
182,Big Bully,"$2,042,530","$2,042,530",100%,-,-
183,Surviving Picasso,"$2,021,348","$2,021,348",100%,-,-
184,Ridicule,"$1,979,768","$1,979,768",100%,-,-
185,Vertigo 1996 Restored 70mm,"$1,967,552","$1,967,552",100%,-,-
186,Race the Sun,"$1,945,552","$1,945,552",100%,-,-
187,I Shot Andy Warhol,"$1,875,527","$1,875,527",100%,-,-
188,Chungking Express,"$1,575,874","$600,200",38.1%,"$956,358",60.7%
189,Beautiful Thing,"$1,548,357","$1,548,120",100%,-,-
190,Microcosmos,"$1,433,210","$1,433,210",100%,-,-
191,Looking for Richard,"$1,408,575","$1,408,575",100%,-,-
192,The Celluloid Closet,"$1,400,591","$1,400,591",100%,-,-
193,Phat Beach,"$1,383,553","$1,383,553",100%,-,-
194,Kansas City,"$1,356,329","$1,356,329",100%,-,-
195,Nueba Yol 3: Bajo la nueva ley,"$1,354,652","$1,354,652",100%,-,-
196,Anne Frank Remembered,"$1,310,200","$1,310,200",100%,-,-
197,Walking and Talking,"$1,287,480","$1,287,480",100%,-,-
198,The Funeral,"$1,227,324","$1,227,324",100%,-,-
199,Two Much,"$1,141,556","$1,141,556",100%,-,-
200,Bad Moon,"$1,055,525","$1,055,525",100%,-,-
