rank,title,worldwide,domestic,domestic_pct,foreign,foreign_pct
114,God Save the Tuche,"$23,311,298",-,-,"$23,311,298",100%
115,Sentimental Value,"$22,409,877","$5,327,361",23.8%,"$17,082,516",76.2%
116,A Big Bold Beautiful Journey,"$22,393,413","$6,671,082",29.8%,"$15,722,331",70.2%
117,Madly,"$22,002,997",-,-,"$22,002,997",100%
118,The Strangers: Chapter 2,"$21,921,749","$15,153,346",69.1%,"$6,768,403",30.9%
119,The Poet,"$21,743,188",-,-,"$21,743,188",100%
120,The Salt Path,"$21,547,188",-,-,"$21,547,188",100%
121,The Smashing Machine,"$21,131,147","$11,411,388",54%,"$9,719,759",46%
122,Hamilton 2025 Re-release,"$20,943,625","$16,946,377",80.9%,"$3,997,248",19.1%
123,Batya 2. Ded,"$20,557,184",-,-,"$20,557,184",100%
124,August,"$20,320,460",-,-,"$20,320,460",100%
125,The Twilight Saga: Breaking Dawn - Part 2 2025 Re-release,"$19,996,127","$819,949",4.1%,"$19,176,178",95.9%
126,My Pet Dragon,"$19,943,144",-,-,"$19,943,144",100%
127,The Twilight Saga: Breaking Dawn - Part 1 2025 Re-release,"$19,774,239","$510,490",2.6%,"$19,263,749",97.4%
128,The Life of Chuck,"$19,700,844","$6,712,600",34.1%,"$12,988,244",65.9%
129,1st Kiss,"$19,593,569",-,-,"$19,593,569",100%
130,Crayon Shin-chan the Movie: Super Hot! The Spicy Kasukabe Dancers,"$18,895,412",-,-,"$18,895,412",100%
131,The Secret Agent,"$18,766,435","$4,264,992",22.7%,"$14,501,443",77.3%
132,Bakudan,"$18,100,989",-,-,"$18,100,989",100%
133,Hitman 2,"$17,851,699",-,-,"$17,851,699",100%
134,Hypnosismic -Division Rap Battle- Interactive Movie,"$17,811,201","$111,201",0.6%,"$17,700,000",99.4%
135,Love Hurts,"$17,529,487","$15,683,090",89.5%,"$1,846,397",10.5%
136,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train 2025 Re-release,"$17,331,880","$383,542",2.2%,"$16,948,338",97.8%
137,Once We Were Us,"$17,066,869",-,-,"$17,066,869",100%
138,366 Nichi,"$16,688,523",-,-,"$16,688,523",100%
139,Friendship,"$16,544,104","$16,252,948",98.2%,"$291,156",1.8%
140,Death of a Unicorn,"$16,423,464","$12,899,252",78.5%,"$3,524,212",21.5%
141,Jaws 2025 Re-release (50th Anniversary),"$16,172,364","$12,819,675",79.3%,"$3,352,108",20.7%
142,Boss,"$16,060,726",-,-,"$16,060,726",100%
143,Alice in Wonderland,"$16,018,429",-,-,"$16,018,429",100%
144,Grand Prix of Europe,"$15,849,668","$733,419",4.6%,"$15,116,249",95.4%
145,Kraken,"$15,837,062",-,-,"$15,837,062",100%
146,Father There is Only One 5,"$15,724,072",-,-,"$15,724,072",100%
147,Yan Yana,"$15,641,753",-,-,"$15,641,753",100%
148,The Last Rodeo,"$15,202,565","$15,201,659",100%,$906,<0.1%
149,Back to the Past,"$14,943,764","$1,948,873",13%,"$12,994,891",87%
150,Colorful Stage! The Movie: A Miku Who Can't Sing,"$14,693,294","$3,661,284",24.9%,"$11,032,010",75.1%
151,Becoming Led Zeppelin,"$14,673,369","$10,403,353",70.9%,"$4,270,016",29.1%
152,The Match,"$14,563,318",-,-,"$14,563,318",100%
153,5 Centimeters Per Second,"$14,524,413",-,-,"$14,524,413",100%
154,Wunderschöner,"$14,523,318",-,-,"$14,523,318",100%
155,Black Showman,"$14,377,330",-,-,"$14,377,330",100%
156,The Penguin Lessons,"$14,235,885","$3,294,990",23.1%,"$10,940,895",76.9%
157,Hi-Five,"$14,125,640","$111,394",0.8%,"$14,014,246",99.2%
158,Avatar: The Way of Water 2025  Re-release,"$13,853,291","$4,383,734",31.6%,"$9,469,557",68.4%
159,Clown in a Cornfield,"$13,850,731","$7,251,799",52.4%,"$6,598,932",47.6%
160,Eddington,"$13,741,720","$10,223,277",74.4%,"$3,518,443",25.6%
161,Pets on a Train,"$13,424,860","$1,902,241",14.2%,"$11,522,619",85.8%
162,The 4 Rascals,"$13,125,103",-,-,"$13,125,103",100%
163,Back to the Future 40th Anniversary,"$13,123,545","$7,923,545",60.4%,"$5,200,000",39.6%
164,Shinso wo Ohanashi Shimasu,"$13,073,325",-,-,"$13,073,325",100%
165,Saiyaara,"$12,903,760","$3,359,480",26%,"$9,544,280",74%
166,The Three Investigators and the Carpathian Dog,"$12,880,508",-,-,"$12,880,508",100%
167,The Chosen: Woes/The Chosen: The Same Coin/The Chosen: Because of Me,"$12,536,179","$12,372,228",98.7%,"$163,951",1.3%
168,A Mouse Hunt for Christmas,"$12,511,173",-,-,"$12,511,173",100%
169,Once Upon My Mother,"$12,460,954",-,-,"$12,460,954",100%
170,The Chosen: Reunions/The Chosen: The Upper Room Part I/The Chosen: The Upper Room Part II,"$12,456,592","$11,742,410",94.3%,"$714,182",5.7%
171,Noise,"$12,360,256",-,-,"$12,360,256",100%
172,How to Make a Killing,"$12,303,122",-,-,"$12,303,122",100%
173,Dark Nuns,"$12,140,335","$103,433",0.9%,"$12,036,902",99.1%
174,Uta No Prince-Sama: Maji Love Taboo Night Xxxx,"$11,998,274",-,-,"$11,998,274",100%
175,Die My Love,"$11,920,168","$5,515,263",46.3%,"$6,404,905",53.7%
176,Trillion Game,"$11,766,075",-,-,"$11,766,075",100%
177,Sarah's Oil,"$11,675,627","$11,675,627",100%,-,-
178,Papiny dochki. Mama vernulas,"$11,665,320",-,-,"$11,665,320",100%
179,Dollhouse,"$11,567,855",-,-,"$11,567,855",100%
180,Toy Story 2025 Re-release,"$11,427,639","$6,721,383",58.8%,"$4,706,256",41.2%
181,About a Place in the Kinki Region,"$11,413,063",-,-,"$11,413,063",100%
182,Dog 51,"$11,346,588",-,-,"$11,346,588",100%
183,Sirat,"$11,143,515","$34,057",0.3%,"$11,109,458",99.7%
184,Presence,"$11,069,405","$6,900,044",62.3%,"$4,169,361",37.7%
185,Princess Mononoke 2025 Re-release,"$10,578,282",-,-,"$10,575,936",100%
186,A PAW Patrol Christmas,"$10,555,462",-,-,"$10,555,462",100%
187,To the Village to Grandpa,"$10,549,632",-,-,"$10,549,632",100%
188,Whispers in the Woods,"$10,488,173",-,-,"$10,488,173",100%
189,It Was Just an Accident,"$10,452,491","$1,773,664",17%,"$8,678,827",83%
190,Eiga Last Man: First Love,"$10,377,724",-,-,"$10,377,724",100%
191,Oi vita mia,"$10,322,191",-,-,"$10,322,191",100%
192,Sketch,"$10,253,737","$8,129,808",79.3%,"$2,123,929",20.7%
193,The Alto Knights,"$10,225,566","$6,125,566",59.9%,"$4,100,000",40.1%
194,Yolki 12,"$10,181,298",-,-,"$10,181,298",100%
195,Frontline - Yokohama Bay,"$10,118,572",-,-,"$10,118,572",100%
196,Grace,"$10,048,372","$132,311",1.3%,"$9,916,061",98.7%
197,Sisu: Road to Revenge,"$9,811,703","$4,544,481",46.3%,"$5,267,222",53.7%
198,Chasse gardée 2,"$9,788,446",-,-,"$9,788,446",100%
199,Detective Kien: The Headless Horror,"$9,768,694",-,-,"$9,768,694",100%
200,Is This Thing On?,"$9,746,540","$6,185,385",63.5%,"$3,561,155",36.5%
